restaurantID,url,name,address,averagePrice,chefName1,chefName2,chefName3,cuisine,description,isBookable,maxPartySize,schedule,promotions,phone,photo,ratingValue,reviewCount,style,latitude,longitude,location,city,ambienceRatingSummary,foodRatingSummary,serviceRatingSummary,paymentAcceptedSummary
800947,https://www.thefork.com/restaurant/lutje-r800947,Lutje,"Estr. de Santa Eulália 6,Albufeira, Portugal",14,Inajara Luijben,Not Applicable,Not Applicable,International,,True,,"{'Monday': '18:00 - 22:00', 'Tuesday': '18:00 - 22:00', 'Wednesday': '11:30 - 15:00, 18:00 - 22:00', 'Thursday': '11:30 - 15:00, 18:00 - 22:00', 'Friday': '11:30 - 15:00, 18:00 - 22:00', 'Saturday': '11:30 - 15:00, 18:00 - 22:00', 'Sunday': '11:30 - 15:00, 18:00 - 22:00'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Monday', 'start_time': '7:45pm', 'end_time': '10:30pm'}, {'promotion_type': '10% off', 'day_of_week': 'Friday', 'start_time': '7:00pm', 'end_time': '10:30pm'}, {'promotion_type': 'Free dessert', 'day_of_week': 'Monday', 'start_time': '6:15pm', 'end_time': '9:30pm'}]",964343000,https://res.cloudinary.com/tf-lab/image/upload/restaurant/8e060588-4286-4498-b451-96efd308a8ec/b043c666-4e0d-41e6-8012-499ea7424a97.jpg,8.9,27.0,After work,,,Albufeira,Albufeira,6.666666666666667,7.333333333333333,8.0,"['MBWay', 'MBWay', 'Credit Card', 'Maestro Card', 'Mastercard', 'Visa', 'Visa Electron']"
754484,https://www.thefork.com/restaurant/garden-terrace-bistro-r754484,Garden Terrace Bistro,"Av. Dr. Francisco sá Carneiro,Albufeira, Portugal",15,Not Applicable,Not Applicable,Not Applicable,International,,True,60.0,"{'Monday': '12:00 - 22:30', 'Tuesday': '11:00 - 22:00', 'Wednesday': '12:00 - 22:30', 'Thursday': '12:00 - 22:30', 'Friday': '12:00 - 22:30', 'Saturday': '12:00 - 22:30', 'Sunday': '12:00 - 22:30'}","[{'promotion_type': '20% off', 'day_of_week': 'Wednesday', 'start_time': '8:15pm', 'end_time': '9:00pm'}, {'promotion_type': 'Free drink', 'day_of_week': 'Thursday', 'start_time': '7:45pm', 'end_time': '10:30pm'}, {'promotion_type': '10% off', 'day_of_week': 'Monday', 'start_time': '6:15pm', 'end_time': '9:00pm'}]",912110629,https://res.cloudinary.com/tf-lab/image/upload/restaurant/f1b80630-bb51-4936-ac0c-c604ebb271ce/1cab2802-d931-43cb-8006-5868fc21e3ba.jpg,9.0,581.0,After work,,,Albufeira,Albufeira,8.8,8.7,9.0,"['MBWay', 'MBWay', 'Credit Card', 'Maestro Card', 'Mastercard', 'Visa', 'Visa Electron']"
729328,https://www.thefork.com/restaurant/olive-bistro-gastro-bar-r729328,Olive Bistro & Gastro Bar,"R. da Torre Velha 325H,Albufeira, Portugal",20,Ricardo Cabrita,Not Applicable,Not Applicable,Mediterranean,,True,60.0,"{'Monday': '18:00 - 22:30', 'Tuesday': '18:00 - 22:30', 'Wednesday': '18:00 - 22:30', 'Thursday': '18:00 - 22:30', 'Friday': '18:00 - 22:30', 'Saturday': '18:00 - 22:30', 'Sunday': '12:00 - 15:00, 18:00 - 22:30'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Wednesday', 'start_time': '7:30pm', 'end_time': '9:00pm'}]",965116246,https://res.cloudinary.com/tf-lab/image/upload/restaurant/24a1d499-5e32-4fd7-9a87-1ac745f55b98/865ba60d-c09b-4d44-a0e4-bff3bc541d6e.jpg,9.5,906.0,Contemporary cuisine,,,Albufeira,Albufeira,9.9,9.6,9.7,"['Credit Card', 'Mastercard', 'Visa', 'Visa Electron', 'Voucher']"
753999,https://www.thefork.com/restaurant/do-avesso-r753999,Do Avesso,"R. do Sol loja D, R/C,Albufeira, Portugal",25,Lino Mendes,Not Applicable,Not Applicable,Fusion,,True,60.0,"{'Monday': '11:30 - 15:00, 18:30 - 23:00', 'Tuesday': '11:30 - 15:00, 18:30 - 23:00', 'Wednesday': '11:30 - 15:00, 18:30 - 23:00', 'Thursday': 'Closed', 'Friday': '11:30 - 15:00, 18:30 - 23:00', 'Saturday': '11:30 - 15:00, 18:30 - 23:00', 'Sunday': '11:30 - 15:00, 18:30 - 23:00'}","[{'promotion_type': 'Free dessert', 'day_of_week': 'Saturday', 'start_time': '7:15pm', 'end_time': '8:45pm'}, {'promotion_type': '20% off', 'day_of_week': 'Friday', 'start_time': '6:15pm', 'end_time': '10:15pm'}, {'promotion_type': '20% off', 'day_of_week': 'Friday', 'start_time': '8:30pm', 'end_time': '11:00pm'}]",289592184,https://res.cloudinary.com/tf-lab/image/upload/restaurant/9d85acf8-3871-46ea-a8d0-11d7231b1f0f/f282dfc5-f6a6-43c3-9a33-bc13f7783d1a.jpg,8.9,211.0,After work,,,Albufeira,Albufeira,9.1,9.7,9.4,"['MBWay', 'MBWay', 'Credit Card', 'Maestro Card', 'Visa', 'Visa Electron']"
806437,https://www.thefork.com/restaurant/requinte-frutado-r806437,Requinte Frutado,"R. Camilo Castelo Branco 20,Albufeira, Portugal",14,Rui Santos,Not Applicable,Not Applicable,Portuguese,,True,,"{'Monday': '12:00 - 14:30, 19:00 - 22:30', 'Tuesday': '12:00 - 14:30, 19:00 - 22:30', 'Wednesday': '12:00 - 14:30, 19:00 - 22:30', 'Thursday': 'Closed', 'Friday': '12:00 - 14:30, 19:00 - 22:30', 'Saturday': '12:00 - 14:30, 19:00 - 22:30', 'Sunday': '12:00 - 14:30, 19:00 - 22:00'}",No Offers,935266641,https://res.cloudinary.com/tf-lab/image/upload/restaurant/5c6873b0-1519-409d-95e2-da99048312ac/de679f2b-a81d-405f-8254-787e7e2416d7.jpg,7.8,12.0,Bachelor party,,,Albufeira,Albufeira,,,,"['MBWay', 'MBWay', 'Credit Card', 'Maestro Card', 'Visa']"
740769,https://www.thefork.com/restaurant/prime-sushi-cocktail-bar-r740769,Prime Sushi & Cocktail Bar,"R. do Movimento das Forças Armadas 8,Albufeira, Portugal",27,Not Applicable,Not Applicable,Not Applicable,Japanese,,True,60.0,"{'Monday': '11:30 - 24:00', 'Tuesday': '11:30 - 24:00', 'Wednesday': '11:30 - 24:00', 'Thursday': '11:30 - 24:00', 'Friday': '11:30 - 24:00', 'Saturday': '11:30 - 24:00', 'Sunday': '11:00 - 23:00'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/c7b6af4d-ada6-4384-b00d-26ef1fff6510/043db08e-4f55-406a-aa8a-2d6d85b0f6d2.jpg,9.5,354.0,Author,,,Albufeira,Albufeira,9.7,9.8,9.8,"['MBWay', 'MBWay', 'Credit Card', 'Visa']"
690899,https://www.thefork.com/restaurant/farm-village-lounge-bar-restaurant-r690899,Farm Village Lounge Bar & Restaurant,"R. Q.ta dos Caliços,Albufeira, Portugal",20,Teresa,Not Applicable,Not Applicable,Mediterranean,,True,60.0,"{'Monday': 'Closed', 'Tuesday': '19:00 - 21:30', 'Wednesday': '19:00 - 21:30', 'Thursday': '19:00 - 21:30', 'Friday': '19:00 - 21:30', 'Saturday': '19:00 - 21:30', 'Sunday': '19:00 - 21:30'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Tuesday', 'start_time': '6:30pm', 'end_time': '10:15pm'}]",289508878,https://res.cloudinary.com/tf-lab/image/upload/restaurant/b023057f-baa7-4126-a08f-cea34b7c391c/7e8a0fdd-fa81-4f2a-901e-69e4da623eb2.jpg,9.1,378.0,After work,,,Albufeira,Albufeira,8.6,8.6,9.0,"['Apple Pay', 'Credit Card', 'Mastercard', 'MBWay', 'Visa', 'Visa Electron']"
312853,https://www.thefork.com/restaurant/mato-a-vista-r312853,Mato à Vista,"Cabanita CP221P, Estr. do Foral,,Albufeira, Portugal",35,Luis Santos,Not Applicable,Not Applicable,Portuguese,,True,100.0,"{'Monday': '12:00 - 22:30', 'Tuesday': '12:00 - 22:30', 'Wednesday': 'Closed', 'Thursday': '12:00 - 22:30', 'Friday': '12:00 - 22:30', 'Saturday': '12:00 - 22:30', 'Sunday': '12:00 - 16:00'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Monday', 'start_time': '7:30pm', 'end_time': '9:15pm'}, {'promotion_type': 'Happy Hour', 'day_of_week': 'Sunday', 'start_time': '2:00pm', 'end_time': '5:00pm'}, {'promotion_type': 'Happy Hour', 'day_of_week': 'Friday', 'start_time': '4:15pm', 'end_time': '5:00pm'}]",967036016,https://res.cloudinary.com/tf-lab/image/upload/restaurant/f7d03188-a547-4385-b2dc-1047dc4c0fc3/b24bbcf2-90a4-465e-8126-90fb7e5b7459.jpg,9.4,715.0,Good for groups,,,Albufeira,Albufeira,9.3,9.4,9.1,"['Check', 'Credit Card', 'Mastercard', 'Visa']"
750891,https://www.thefork.com/restaurant/mnm-kitchen-r750891,MnM Kitchen,"R. das Telecomunicações 14,Albufeira, Portugal",12,Not Applicable,Not Applicable,Not Applicable,Nepalese,,True,60.0,"{'Monday': '15:30 - 22:30', 'Tuesday': '15:30 - 22:30', 'Wednesday': '15:30 - 22:30', 'Thursday': '15:30 - 23:30', 'Friday': '15:30 - 22:30', 'Saturday': '15:30 - 22:30', 'Sunday': '15:30 - 22:30'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/7733dcfd-d9ef-4316-a95e-f8dcf42c93db/474141e5-7bd4-4db7-9eea-6669bc6a34fe.jpg,8.8,186.0,After work,,,Albufeira,Albufeira,8.6,9.1,9.5,"['Credit Card', 'Mastercard', 'Visa']"
650787,https://www.thefork.com/restaurant/appetito-pizza-bar-r650787,Appetito Pizza Bar,"R. Gen. Humberto Delgado n62,Albufeira, Portugal",16,Manuel Dias,Not Applicable,Not Applicable,Italian,,True,60.0,"{'Monday': 'Closed', 'Tuesday': '18:00 - 23:30', 'Wednesday': '18:00 - 23:30', 'Thursday': '18:00 - 23:30', 'Friday': '18:00 - 23:30', 'Saturday': '18:00 - 23:30', 'Sunday': '18:00 - 23:30'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/b93ed022-be7c-493c-a5e9-9037bdd42c77/ede49b75-687e-4863-8e66-ed2f6d271e21.jpg,9.2,237.0,Central location,,,Albufeira,Albufeira,9.8,9.8,9.8,"['Cash', 'Mastercard', 'Visa']"
665525,https://www.thefork.com/restaurant/restaurante-bom-apetite-r665525,Restaurante Bom Apetite,"Estr. de Santa Eulália, urb telhas verdes, lote 2, loja AB,Albufeira, Portugal",17,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '09:00 - 15:00, 19:00 - 23:00', 'Tuesday': '09:00 - 15:00, 19:00 - 23:00', 'Wednesday': '09:00 - 15:00, 19:00 - 23:00', 'Thursday': '09:00 - 15:00, 19:00 - 23:00', 'Friday': '09:00 - 15:00, 19:00 - 23:00', 'Saturday': '09:00 - 15:00, 19:00 - 23:00', 'Sunday': '09:00 - 15:00, 19:00 - 23:00'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Saturday', 'start_time': '7:30pm', 'end_time': '10:30pm'}]",Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/7f1912ec-ed09-424c-9b3e-0d80c882708f/a39b3d57-0d06-495a-b979-837bcc5d7b68.jpg,8.6,386.0,After work,,,Albufeira,Albufeira,8.7,9.2,9.1,"['Credit Card', 'Mastercard', 'Visa', 'Visa Electron']"
593541,https://www.thefork.com/restaurant/pizzeria-ristorante-capri-r593541,Pizzeria Ristorante Capri,"Estrada do Alfamar- Varzea de Quarteira 953-A,Albufeira, Portugal",15,Not Applicable,Not Applicable,Not Applicable,Italian,,True,5.0,"{'Monday': 'Closed', 'Tuesday': '11:00 - 15:00, 18:00 - 22:30', 'Wednesday': '11:00 - 15:00, 18:00 - 22:30', 'Thursday': '11:00 - 15:00, 18:00 - 22:30', 'Friday': '11:00 - 15:00, 18:00 - 22:30', 'Saturday': '11:00 - 15:00, 18:00 - 22:30', 'Sunday': '11:00 - 15:00, 18:00 - 22:30'}","[{'promotion_type': 'Happy Hour', 'day_of_week': 'Tuesday', 'start_time': '3:15pm', 'end_time': '6:45pm'}, {'promotion_type': '10% off', 'day_of_week': 'Friday', 'start_time': '7:45pm', 'end_time': '10:30pm'}, {'promotion_type': 'Free dessert', 'day_of_week': 'Wednesday', 'start_time': '7:45pm', 'end_time': '9:30pm'}]",289571020,https://res.cloudinary.com/tf-lab/image/upload/restaurant/9d0034b7-5b8f-494b-90cd-f1b4243c2184/cb323e84-7450-4d51-ac5a-bfcd8cc5bdc0.jpg,8.7,710.0,After work,,,Albufeira,Albufeira,8.9,9.3,9.0,"['Credit Card', 'Mastercard', 'Visa']"
384377,https://www.thefork.com/restaurant/donaldo-s-r384377,Donaldo's,"Av. Infante Dom Henrique 4,Albufeira, Portugal",18,Simoes,Not Applicable,Not Applicable,European,,True,59.0,"{'Monday': '17:00 - 23:00', 'Tuesday': '17:00 - 23:00', 'Wednesday': '17:00 - 23:00', 'Thursday': '17:00 - 23:00', 'Friday': '17:00 - 23:00', 'Saturday': '17:00 - 23:00', 'Sunday': '17:00 - 23:00'}",No Offers,289588169,https://res.cloudinary.com/tf-lab/image/upload/restaurant/7b05f650-4d2b-4eb6-9758-91482509c26e/47f559d6-883e-45b8-830f-40ce97627a6c.jpg,9.5,381.0,Good for groups,,,Albufeira,Albufeira,9.4,9.8,9.7,"['Credit Card', 'Mastercard', 'Visa']"
657093,https://www.thefork.com/restaurant/cafe-oceano-restaurante-r657093,Café Oceano Restaurante,"Largo Cais Herculano nº 12,Albufeira, Portugal",25,Not Applicable,Not Applicable,Not Applicable,Mediterranean,,True,60.0,"{'Monday': '16:30 - 22:00', 'Tuesday': '16:30 - 22:00', 'Wednesday': '16:30 - 22:00', 'Thursday': '16:30 - 22:00', 'Friday': '16:30 - 22:00', 'Saturday': '16:30 - 22:00', 'Sunday': '16:30 - 22:00'}","[{'promotion_type': '20% off', 'day_of_week': 'Thursday', 'start_time': '6:45pm', 'end_time': '11:45pm'}]",289512023,https://res.cloudinary.com/tf-lab/image/upload/restaurant/19ee9500-1aff-40d1-b675-06863fa939e0/9b88068c-3e39-43bd-9fa2-6c39e3923825.jpg,9.3,149.0,After work,,,Albufeira,Albufeira,9.2,9.2,9.5,"['American Express', 'Credit Card', 'Mastercard', 'Visa', 'Visa Electron']"
307151,https://www.thefork.com/restaurant/the-market-restaurant-r307151,The Market Restaurant,"AV SÁ CARNEIRO Nº1,Albufeira, Portugal",25,Marcio Silva,Not Applicable,Not Applicable,International,,True,50.0,Not Available,No Offers,289501441,https://res.cloudinary.com/tf-lab/image/upload/restaurant/56b41e5a-3097-421f-a066-854c07a82e91/ede2d562-7c73-49fa-8056-f4dac837774c.jpg,9.4,668.0,Bistro,,,Albufeira,Albufeira,9.7,9.8,9.6,"['Credit Card', 'Visa']"
801494,https://www.thefork.com/restaurant/hamburgueria-da-baixa-albufeira-r801494,Hamburgueria da Baixa Albufeira,"Av. dos Descobrimentos 5,Albufeira, Portugal",15,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,,"{'Monday': '12:00 - 24:00', 'Tuesday': '12:00 - 24:00', 'Wednesday': '12:00 - 24:00', 'Thursday': '12:00 - 24:00', 'Friday': '12:00 - 24:00', 'Saturday': '12:00 - 24:00', 'Sunday': '12:00 - 24:00'}","[{'promotion_type': '30% off', 'day_of_week': 'Saturday', 'start_time': '6:15pm', 'end_time': '10:30pm'}, {'promotion_type': 'Free dessert', 'day_of_week': 'Saturday', 'start_time': '7:45pm', 'end_time': '10:15pm'}]",289155094,https://res.cloudinary.com/tf-lab/image/upload/restaurant/96f490e9-c1fc-471f-bba1-412d4788b8f3/4df71245-5cd4-414a-b4aa-da2feb5f9dd2.jpg,9.3,89.0,After work,,,Albufeira,Albufeira,9.2,10.0,9.4,"['MBWay', 'MBWay', 'Credit Card', 'Maestro Card', 'Mastercard', 'Visa', 'Visa Electron']"
635873,https://www.thefork.com/restaurant/yakuza-by-olivier-algarve-r635873,Yakuza by Olivier - Algarve,"Estr. das Açoteias - Pine Cliffs,Albufeira, Portugal",60,Olivier Costa,Not Applicable,Not Applicable,Japanese,,True,10.0,"{'Monday': '19:00 - 01:00', 'Tuesday': '19:00 - 01:00', 'Wednesday': '19:00 - 01:00', 'Thursday': '19:00 - 02:00', 'Friday': '19:00 - 02:00', 'Saturday': '19:00 - 02:00', 'Sunday': '19:00 - 01:00'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/fe397fb7-1999-4d0b-9d4e-5d452c85e1d3/dcd087e4-05fb-4ce2-b484-3424467b19d7.jpg,9.1,459.0,After work,,,Albufeira,Albufeira,9.0,9.4,8.9,"['Credit Card', 'Mastercard', 'Visa']"
